cpu-bind=MASK - ault09, task  0  0 [4166281]: mask 0xf000000000000000f set
     NUMPROC=1, NUMOMP=8, NGPTOTG=65536, NPROMA=1, NGPBLKS=65536
 Reference MFLOP count for 100 columns :  12.48232900
     NUMOMP    NGPTOT  #GP-cols     #BLKS    NPROMA tid# : Time(msec)  MFlops/s     col/s
          8     65536      8173      8173         1    0 :       4235       240     15471 @ rank#0:core#64
          8     65536      8169      8169         1    1 :       4235       240     15471 @ rank#0:core#0
          8     65536      8195      8195         1    2 :       4235       241     15472 @ rank#0:core#1
          8     65536      8200      8200         1    3 :       4235       241     15472 @ rank#0:core#1
          8     65536      8190      8190         1    4 :       4235       241     15472 @ rank#0:core#66
          8     65536      8197      8197         1    5 :       4235       241     15472 @ rank#0:core#2
          8     65536      8205      8205         1    6 :       4235       241     15472 @ rank#0:core#3
          8     65536      8207      8207         1    7 :       4235       241     15471 @ rank#0:core#67
          8     65536     65536     65536         1   -1 :       4235      1931     15471 : TOTAL @ rank#0
    1 x   8     65536     65536     65536         1   -1 :       4235      1931     15471 : TOTAL
             Variable Dim             MinValue             MaxValue            AbsMaxErr         AvgAbsErr/GP          MaxRelErr-%
                PLUDE 2D1  0.0000000000000E+00  0.1026720108982E-03  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
             PCOVPTOT 2D1  0.0000000000000E+00  0.1000000000000E+01  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
     PRAINFRAC_TOPRFZ 1D1  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
               PFSQLF 2D1 -0.2581756360096E-05  0.4080862802487E-05  0.1323488980085E-20  0.2336878126723E-21  0.0000000000000E+00     
               PFSQIF 2D1 -0.2810873821405E-05  0.3887836598167E-05  0.6617444900424E-21  0.1676280703545E-21  0.0000000000000E+00     
              PFCQLNG 2D1 -0.3555564290808E-07  0.1413389467871E-08  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
              PFCQNNG 2D1 -0.5285014021662E-06  0.8788562329576E-08  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
               PFSQRF 2D1 -0.2581756360096E-05  0.4080862802487E-05  0.1323488980085E-20  0.2111907618328E-21  0.0000000000000E+00     
               PFSQSF 2D1 -0.2768876986308E-05  0.3860349895496E-05  0.6749793798433E-21  0.1668538759512E-21  0.0000000000000E+00     
              PFCQRNG 2D1 -0.3555564290808E-07  0.1413389467871E-08  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
              PFCQSNG 2D1 -0.5285014021662E-06  0.8788562329576E-08  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
             PFSQLTUR 2D1 -0.8115949343062E-06  0.2653456385227E-06  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
             PFSQITUR 2D1 -0.2651690301090E-05  0.3864567769232E-06  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
               PFPLSL 2D1  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
               PFPLSN 2D1  0.0000000000000E+00  0.2969958004108E-04  0.6776263578034E-20  0.1669166465601E-20  0.0000000000000E+00     
               PFHPSL 2D1 -0.0000000000000E+00 -0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
               PFHPSN 2D3 -0.8418345962643E+02 -0.0000000000000E+00  0.2131628207280E-13  0.4744306076471E-14  0.9666150736534E-15     
       TENDENCY_LOC%A 2D3 -0.2777777777778E-03  0.2631309809623E-03  0.3083199928006E-18  0.6941636490698E-20  0.1520821995311E-14     
       TENDENCY_LOC%Q 2D1 -0.1997382404851E-07  0.1495580073796E-07  0.1207683694327E-21  0.3623081943221E-23  0.0000000000000E+00     
       TENDENCY_LOC%T 2D3 -0.4132200394167E-04  0.5435278446361E-04  0.2964615315390E-18  0.2330245828518E-19  0.1048574940111E-13     
     TENDENCY_LOC%CLD 3D1 -0.1222481036148E-07  0.9816546350973E-08  0.2688336990797E-22  0.1143684673236E-23  0.0000000000000E+00     
