cpu-bind=MASK - ault10, task  0  0 [2480814]: mask 0xff00000000000000ff set
     NUMPROC=1, NUMOMP=16, NGPTOTG=8192, NPROMA=1, NGPBLKS=8192
 Reference MFLOP count for 100 columns :  12.48232900
     NUMOMP    NGPTOT  #GP-cols     #BLKS    NPROMA tid# : Time(msec)  MFlops/s     col/s
         16      8192       510       510         1    0 :        292       217     28020 @ rank#0:core#0
         16      8192       510       510         1    1 :        292       217     28016 @ rank#0:core#64
         16      8192       510       510         1    2 :        292       217     27985 @ rank#0:core#1
         16      8192       509       509         1    3 :        292       217     27988 @ rank#0:core#1
         16      8192       511       511         1    4 :        292       218     28016 @ rank#0:core#2
         16      8192       510       510         1    5 :        292       217     28020 @ rank#0:core#66
         16      8192       508       508         1    6 :        292       216     28010 @ rank#0:core#67
         16      8192       509       509         1    7 :        292       217     28010 @ rank#0:core#3
         16      8192       511       511         1    8 :        292       218     28030 @ rank#0:core#4
         16      8192       517       517         1    9 :        292       220     28000 @ rank#0:core#68
         16      8192       515       515         1   10 :        292       219     28030 @ rank#0:core#69
         16      8192       516       516         1   11 :        292       220     27999 @ rank#0:core#5
         16      8192       518       518         1   12 :        292       221     28029 @ rank#0:core#6
         16      8192       513       513         1   13 :        292       219     28017 @ rank#0:core#70
         16      8192       513       513         1   14 :        292       219     28018 @ rank#0:core#71
         16      8192       512       512         1   15 :        292       218     28014 @ rank#0:core#7
         16      8192      8192      8192         1   -1 :        292      3492     27980 : TOTAL @ rank#0
    1 x  16      8192      8192      8192         1   -1 :        292      3492     27980 : TOTAL
             Variable Dim             MinValue             MaxValue            AbsMaxErr         AvgAbsErr/GP          MaxRelErr-%
                PLUDE 2D1  0.0000000000000E+00  0.1026720108982E-03  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
             PCOVPTOT 2D1  0.0000000000000E+00  0.1000000000000E+01  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
     PRAINFRAC_TOPRFZ 1D1  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
               PFSQLF 2D1 -0.2581756360096E-05  0.4080862802487E-05  0.1323488980085E-20  0.2339398442651E-21  0.0000000000000E+00     
               PFSQIF 2D1 -0.2810873821405E-05  0.3887836598167E-05  0.6617444900424E-21  0.1677835706162E-21  0.0000000000000E+00     
              PFCQLNG 2D1 -0.3555564290808E-07  0.1413389467871E-08  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
              PFCQNNG 2D1 -0.5285014021662E-06  0.8788562329576E-08  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
               PFSQRF 2D1 -0.2581756360096E-05  0.4080862802487E-05  0.1323488980085E-20  0.2114185596187E-21  0.0000000000000E+00     
               PFSQSF 2D1 -0.2768876986308E-05  0.3860349895496E-05  0.6749793798433E-21  0.1670052615144E-21  0.0000000000000E+00     
              PFCQRNG 2D1 -0.3555564290808E-07  0.1413389467871E-08  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
              PFCQSNG 2D1 -0.5285014021662E-06  0.8788562329576E-08  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
             PFSQLTUR 2D1 -0.8115949343062E-06  0.2653456385227E-06  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
             PFSQITUR 2D1 -0.2651690301090E-05  0.3864567769232E-06  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
               PFPLSL 2D1  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
               PFPLSN 2D1  0.0000000000000E+00  0.2969958004108E-04  0.6776263578034E-20  0.1670232753109E-20  0.0000000000000E+00     
               PFHPSL 2D1 -0.0000000000000E+00 -0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00     
               PFHPSN 2D3 -0.8418345962643E+02 -0.0000000000000E+00  0.2131628207280E-13  0.4747450262771E-14  0.9674960412121E-15     
       TENDENCY_LOC%A 2D1 -0.2777777777778E-03  0.2631309809623E-03  0.3083199928006E-18  0.6943032559930E-20  0.0000000000000E+00     
       TENDENCY_LOC%Q 2D1 -0.1997382404851E-07  0.1495580073796E-07  0.1207683694327E-21  0.3624001755036E-23  0.0000000000000E+00     
       TENDENCY_LOC%T 2D1 -0.4132200394167E-04  0.5435278446361E-04  0.2964615315390E-18  0.2331648148053E-19  0.0000000000000E+00     
     TENDENCY_LOC%CLD 3D1 -0.1222481036148E-07  0.9816546350973E-08  0.2688336990797E-22  0.1144592405619E-23  0.0000000000000E+00     
